FID,STAID,STANAME,CLASS,AGGECOREGI,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,HCDN_2009,ACTIVE09,FLYRS1900,FLYRS1950,FLYRS1990,STAIDT
6625,09050100,"TENMILE CREEK BL NORTH TENMILE C, AT FRISCO, CO.",Non-ref,WestMnts,224.2575,14,39.575264,-106.110576,CO," ",yes,52,52,20,T09050100
6626,09050700,"BLUE RIVER BELOW DILLON, CO.",Non-ref,WestMnts,851.6304,14,39.625542,-106.066408,CO," ",yes,49,49,20,T09050700
6627,09051050,"STRAIGHT CR BLW LASKEY GULCH NR DILLON, CO",Non-ref,WestMnts,48.3012,14,39.639709,-106.040296,CO," ",yes,23,23,20,T09051050
6628,09052000,"ROCK CREEK NEAR DILLON, CO.",Ref,WestMnts,41.0148,14,39.723042,-106.128633,CO," "," ",42,35,5,T09052000
6629,09052400,"BOULDER CREEK AT UPPER STATION, NEAR DILLON, CO.",Ref,WestMnts,22.5297,14,39.728041,-106.173357,CO," "," ",28,28,5,T09052400
6630,09052800,"SLATE CREEK AT UPPER STATION, NEAR DILLON, CO.",Ref,WestMnts,36.5436,14,39.763041,-106.192524,CO," "," ",28,28,5,T09052800
6631,09053500,"BLUE RIVER ABOVE GREEN MOUNTAIN RESERVOIR, CO.",Non-ref,WestMnts,1307.337,14,39.83193,-106.222803,CO," "," ",30,24,0,T09053500
6632,09054000,"BLACK CREEK BELOW BLACK LAKE, NEAR DILLON, CO.",Non-ref,WestMnts,39.4335,14,39.799152,-106.26836,CO," "," ",35,28,5,T09054000
6633,09055300,"CATARACT CREEK NEAR KREMMLING, CO.",Non-ref,WestMnts,31.1697,14,39.835263,-106.316417,CO," "," ",28,28,5,T09055300
6634,09057500,"BLUE RIVER BELOW GREEN MOUNTAIN RESERVOIR, CO.",Non-ref,WestMnts,1494.94,14,39.880264,-106.333918,CO," ",yes,72,60,20,T09057500
6635,09058000,"COLORADO RIVER NEAR KREMMLING, CO.",Non-ref,WestMnts,6148.432,14,40.036652,-106.440032,CO," ",yes,61,47,20,T09058000
6636,09058500,"PINEY RIVER BELOW PINEY LAKE, NEAR MINTURN, CO.",Ref,WestMnts,33.246,14,39.708042,-106.426697,CO," "," ",48,46,15,T09058500
6637,09058610,"DICKSON CREEK NEAR VAIL, CO.",Non-ref,WestMnts,8.6328,14,39.703875,-106.457531,CO," "," ",33,33,15,T09058610
6638,09058700,"FREEMAN CREEK NEAR MINTURN, CO.",Ref,WestMnts,7.6068,14,39.698319,-106.445586,CO," "," ",40,40,15,T09058700
6639,09058800,EAST MEADOW CREEK NEAR MINTURN CO.,Ref,WestMnts,9.2187,14,39.731653,-106.426697,CO," "," ",40,40,15,T09058800
6640,09059500,"PINEY RIVER NEAR STATE BRIDGE, CO.",Non-ref,WestMnts,241.8444,14,39.799987,-106.583923,CO," ",yes,65,60,20,T09059500
6641,09060500,"ROCK CREEK NEAR TOPONAS, CO.",Ref,WestMnts,124.1172,14,40.041098,-106.655872,CO," "," ",28,28,0,T09060500
6642,09063000,"EAGLE RIVER AT RED CLIFF, CO.",Non-ref,WestMnts,195.3027,14,39.508319,-106.366695,CO," ",yes,80,60,20,T09063000
6643,09063200,"WEARYMAN CREEK NEAR RED CLIFF, CO.",Ref,WestMnts,24.9021,14,39.522208,-106.323638,CO," ",yes,44,44,19,T09063200
6644,09063400,"TURKEY CREEK NEAR RED CLIFF, CO.",Ref,WestMnts,61.7526,14,39.522764,-106.336139,CO," "," ",45,45,19,T09063400
6645,09063900,"MISSOURI CREEK NEAR GOLD PARK, CO.",Non-ref,WestMnts,16.7517,14,39.390265,-106.470029,CO," ",yes,37,37,20,T09063900
6646,09064000,"HOMESTAKE CREEK AT GOLD PARK, CO.",Non-ref,WestMnts,95.4414,14,39.405543,-106.433362,CO," ",yes,44,42,20,T09064000
6647,09064500,"HOMESTAKE CREEK NEAR RED CLIFF, CO.",Non-ref,WestMnts,151.2828,14,39.47332,-106.367806,CO," ",yes,73,60,20,T09064500
6648,09064600,"EAGLE RIVER NEAR MINTURN, CO",Non-ref,WestMnts,478.7886,14,39.553875,-106.402529,CO," ",yes,20,20,20,T09064600
6649,09065100,"CROSS CREEK NEAR MINTURN, CO.",Non-ref,WestMnts,88.71851,14,39.568042,-106.412529,CO," ",yes,48,48,19,T09065100
6650,09065500,"GORE CREEK AT UPPER STATION, NEAR MINTURN, CO.",Ref,WestMnts,37.7757,14,39.625819,-106.278082,CO,yes,yes,55,53,20,T09065500
6651,09066000,"BLACK GORE CREEK NEAR MINTURN, CO.",Ref,WestMnts,32.4099,14,39.596375,-106.265026,CO,yes,yes,55,53,20,T09066000
6652,09066100,"BIGHORN CREEK NEAR MINTURN, CO.",Ref,WestMnts,11.8422,14,39.639986,-106.29336,CO," "," ",45,45,19,T09066100
6653,09066150,"PITKIN CREEK NEAR MINTURN, CO.",Ref,WestMnts,13.9995,14,39.643597,-106.302527,CO," "," ",42,42,19,T09066150
6654,09066200,"BOOTH CREEK NEAR MINTURN, CO.",Ref,WestMnts,16.0965,14,39.648319,-106.323083,CO,yes,yes,45,45,20,T09066200
6655,09066300,"MIDDLE CREEK NEAR MINTURN, CO.",Ref,WestMnts,15.5223,14,39.645819,-106.382251,CO,yes,yes,45,45,20,T09066300
6656,09066325,"GORE CREEK ABV RED SANDSTONE CREEK AT VAIL, CO",Non-ref,WestMnts,199.2258,14,39.641097,-106.394752,CO," ",yes,10,10,10,T09066325
6657,09066400,"RED SANDSTONE CREEK NEAR MINTURN, CO.",Ref,WestMnts,18.9792,14,39.682764,-106.401418,CO," "," ",45,45,19,T09066400
6658,09066510,"GORE CREEK AT MOUTH NEAR MINTURN, CO",Non-ref,WestMnts,263.4342,14,39.60943,-106.447808,CO," ",yes,14,14,14,T09066510
6659,09067000,"BEAVER CREEK AT AVON, CO.",Non-ref,WestMnts,38.3886,14,39.629708,-106.52281,CO," ",yes,34,34,20,T09067000
6660,09067020,"EAGLE R BL WASTEWATER TREATMENT PLANT AT AVON, CO",Non-ref,WestMnts,1052.465,14,39.635,-106.5325,CO," ",yes,10,10,10,T09067020
6661,09067200,"LAKE CREEK NEAR EDWARDS, CO",Non-ref,WestMnts,120.7773,14,39.647486,-106.6092,CO," ",yes,16,16,16,T09067200
6662,09068000,"BRUSH CREEK NEAR EAGLE, CO.",Ref,WestMnts,185.2065,14,39.557207,-106.763093,CO," "," ",22,22,0,T09068000
6663,09070000,"EAGLE RIVER BELOW GYPSUM, CO.",Non-ref,WestMnts,2461.667,14,39.64943,-106.953655,CO," ",yes,63,60,20,T09070000
6664,09070500,"COLORADO RIVER NEAR DOTSERO, CO.",Non-ref,WestMnts,11399.51,14,39.643873,-107.077826,CO," ",yes,68,60,20,T09070500
6665,09071300,"GRIZZLY CREEK NEAR GLENWOOD SPRINGS, CO.",Non-ref,WestMnts,17.4357,14,39.716649,-107.310333,CO," "," ",20,20,7,T09071300
6666,09072550,"ROARING FORK RIVER ABV LOST MAN CR NEAR ASPEN, CO",Non-ref,WestMnts,23.9823,14,39.120268,-106.624755,CO," ",yes,6,6,0,T09072550
6667,09073005,"LINCOLN CREEK BELOW GRIZZLY RESERVOIR NR ASPEN, CO",Non-ref,WestMnts,39.3471,14,39.079991,-106.616421,CO," ",yes,6,6,0,T09073005
6668,09073300,"ROARING FORK RIVER AB DIFFICULT C NR ASPEN, CO.",Non-ref,WestMnts,196.7139,14,39.1411,-106.774204,CO," ",yes,30,30,20,T09073300
6669,09073400,"ROARING FORK RIVER NEAR ASPEN, CO.",Non-ref,WestMnts,276.8967,14,39.179988,-106.801983,CO," ",yes,45,45,20,T09073400
6670,09074000,"HUNTER CREEK NEAR ASPEN, CO.",Non-ref,WestMnts,109.6122,14,39.20582,-106.797538,CO," ",yes,46,46,20,T09074000
6671,09074800,"CASTLE CREEK ABOVE ASPEN, CO.",Ref,WestMnts,82.81529,14,39.087489,-106.812261,CO," "," ",25,25,5,T09074800
6672,09075700,"MAROON CREEK ABOVE ASPEN, CO.",Ref,WestMnts,92.0592,14,39.123599,-106.90532,CO," "," ",25,25,5,T09075700
6673,09078000,"FRYINGPAN RIVER AT NORRIE, CO.",Non-ref,WestMnts,230.7897,14,39.33082,-106.65809,CO," "," ",41,34,0,T09078000
6674,09078500,"NORTH FORK FRYINGPAN RIVER NEAR NORRIE, CO.",Non-ref,WestMnts,107.9478,14,39.342764,-106.665868,CO," "," ",41,33,0,T09078500
6675,09078600,"FRYINGPAN RIVER NEAR THOMASVILLE, CO.",Non-ref,WestMnts,344.736,14,39.344708,-106.673646,CO," "," ",20,20,6,T09078600
6676,09080400,"FRYINGPAN RIVER NEAR RUEDI, CO.",Non-ref,WestMnts,612.899,14,39.365541,-106.825595,CO," ",yes,45,45,20,T09080400
6677,09081000,"ROARING FORK RIVER NEAR EMMA, CO",Non-ref,WestMnts,2224.402,14,39.373317,-107.083937,CO," ",yes,11,11,11,T09081000
6678,09081600,"CRYSTAL RIVER AB AVALANCHE C, NEAR REDSTONE, CO.",Ref,WestMnts,432.8928,14,39.232207,-107.227273,CO,yes,yes,54,54,20,T09081600
6679,09083800,"CRYSTAL RIVER BELOW CARBONDALE, CO.",Non-ref,WestMnts,904.2561,14,39.408039,-107.23033,CO," ",yes,8,8,8,T09083800
6680,09085000,"ROARING FORK RIVER AT GLENWOOD SPRINGS, CO.",Non-ref,WestMnts,3762.712,14,39.543593,-107.329498,CO," ",yes,101,60,20,T09085000
6681,09085100,"COLORADO RIVER BELOW GLENWOOD SPRINGS, CO.",Non-ref,WestMnts,15578.92,14,39.554982,-107.337554,CO," ",yes,43,43,20,T09085100
6682,09089500,"WEST DIVIDE CREEK NEAR RAVEN, CO.",Non-ref,WestMnts,166.4388,14,39.331092,-107.580056,CO," "," ",44,44,10,T09089500
6683,09092500,"BEAVER CREEK NEAR RIFLE, CO.",Non-ref,WestMnts,31.0968,14,39.471924,-107.832566,CO," "," ",30,30,0,T09092500
6684,09093000,PARACHUTE CREEK NEAR PARACHUTE CO.,Non-ref,WestXeric,364.0734,14,39.566921,-108.110912,CO," "," ",23,22,0,T09093000
6685,09093700,"COLORADO RIVER NEAR DE BEQUE, CO.",Non-ref,WestMnts,19072.35,14,39.362479,-108.152579,CO," "," ",31,31,8,T09093700
6686,09095500,"COLORADO RIVER NEAR CAMEO, CO.",Non-ref,WestMnts,20698.61,14,39.239146,-108.266195,CO," ",yes,76,60,20,T09095500
6687,09096500,"PLATEAU CREEK NEAR COLLBRAN, CO.",Non-ref,WestMnts,208.4382,14,39.250535,-107.84062,CO," "," ",59,31,0,T09096500
6688,09097500,"BUZZARD CREEK NEAR COLLBRAN, CO",Non-ref,WestMnts,369.3177,14,39.272202,-107.850621,CO," "," ",59,31,0,T09097500
6689,09097900,"PLATEAU CREEK BELOW COLLBRAN, CO",Non-ref,WestMnts,848.2823,14,39.239701,-107.971459,CO," ",yes,6,6,6,T09097900
6690,09105000,"PLATEAU CREEK NEAR CAMEO, CO.",Non-ref,WestMnts,1536.934,14,39.183314,-108.267861,CO," ",yes,71,58,20,T09105000
6691,09106150,"COLO RIVER BELOW GRAND VALLEY DIV NR PALISADE, CO",Non-ref,WestMnts,22666.63,14,39.098592,-108.355086,CO," ",yes,19,19,19,T09106150
6692,09107000,"TAYLOR RIVER AT TAYLOR PARK, CO.",Ref,WestMnts,331.6194,14,38.860271,-106.566697,CO,yes,yes,27,22,20,T09107000
6693,09109000,"TAYLOR RIVER BELOW TAYLOR PARK RESERVOIR, CO.",Non-ref,WestMnts,659.8449,14,38.818327,-106.609198,CO," ",yes,71,60,20,T09109000
6694,09110000,"TAYLOR RIVER AT ALMONT, CO.",Non-ref,WestMnts,1237.295,14,38.664437,-106.845317,CO," ",yes,99,60,20,T09110000
6695,09112200,"EAST RIVER BL CEMENT CREEK NR CRESTED BUTTE, CO.",Non-ref,WestMnts,638.3071,14,38.78416,-106.870874,CO," ",yes,27,27,16,T09112200
6696,09112500,EAST RIVER AT ALMONT CO.,Non-ref,WestMnts,748.9827,14,38.664437,-106.848095,CO," ",yes,87,60,20,T09112500
6697,09113980,"OHIO CREEK ABOVE MOUTH NR GUNNISON, CO",Non-ref,WestMnts,415.8558,14,38.58777,-106.931432,CO," ",yes,10,10,10,T09113980
6698,09114500,"GUNNISON RIVER NEAR GUNNISON, CO.",Non-ref,WestMnts,2617.133,14,38.541936,-106.949766,CO," ",yes,83,60,20,T09114500
6699,09115500,"TOMICHI CREEK AT SARGENTS, CO.",Non-ref,WestMnts,384.9498,14,38.411663,-106.422806,CO," ",yes,58,40,17,T09115500
6700,09118450,"COCHETOPA CREEK BELOW ROCK CREEK NR PARLIN, CO.",Non-ref,WestMnts,864.4563,14,38.335549,-106.77226,CO," ",yes,28,28,20,T09118450
6701,09119000,"TOMICHI CREEK AT GUNNISON, CO.",Non-ref,WestMnts,2743.504,14,38.521658,-106.940877,CO," ",yes,72,60,20,T09119000
6702,09124500,"LAKE FORK AT GATEVIEW, CO.",Non-ref,WestMnts,879.2001,14,38.298883,-107.230056,CO," ",yes,72,60,20,T09124500
6703,09125000,"CURECANTI CREEK NEAR SAPINERO, CO.",Non-ref,WestMnts,90.7317,14,38.487767,-107.415057,CO," "," ",27,23,0,T09125000
6704,09126000,"CIMARRON RIVER NEAR CIMARRON, CO.",Non-ref,WestMnts,173.2248,14,38.257213,-107.546726,CO," ",yes,55,55,20,T09126000
6705,09128000,"GUNNISON RIVER BELOW GUNNISON TUNNEL, CO.",Non-ref,WestMnts,10298.7,14,38.529153,-107.648947,CO," ",yes,99,60,20,T09128000
6706,09128500,"SMITH FORK NEAR CRAWFORD, CO.",Non-ref,WestMnts,111.8628,14,38.727768,-107.506723,CO," "," ",59,45,5,T09128500
6707,09132500,"NORTH FORK GUNNISON RIVER NEAR SOMERSET, CO.",Non-ref,WestMnts,1362.955,14,38.925823,-107.434221,CO," ",yes,76,60,20,T09132500
6708,09132940,"HUBBARD CREEK ABOVE IRON POINT GULCH NR BOWIE, CO",Ref,WestMnts,125.9649,14,38.98249,-107.53172,CO," ",yes,0,0,0,T09132940
6709,09132960,"HUBBARD CREEK AT HIGHWAY 133 AT MOUTH NR BOWIE, CO",Non-ref,WestMnts,150.1542,14,38.925544,-107.518389,CO," ",yes,8,8,8,T09132960
6710,09132985,"E FORK TERROR CR BLW COTTONWOOD STOMP NR BOWIE, CO",Non-ref,WestMnts,12.4902,14,38.96471,-107.567,CO," ",yes,0,0,0,T09132985
6711,09132995,"TERROR CREEK AT MOUTH NEAR BOWIE, CO",Non-ref,WestMnts,76.63049,14,38.903876,-107.562001,CO," ",yes,8,8,8,T09132995
6712,09134000,"MINNESOTA CREEK NEAR PAONIA, CO.",Non-ref,WestMnts,105.5988,14,38.869989,-107.504223,CO," ",yes,35,24,20,T09134000
6713,09134100,"NORTH FORK GUNNISON RIVER BELOW PAONIA, CO",Non-ref,WestMnts,1933.268,14,38.8575,-107.621944,CO," ",yes,9,9,9,T09134100
6714,09135900,"LEROUX CREEK AT HOTCHKISS, CO.",Non-ref,WestMnts,172.6398,14,38.79804,-107.732003,CO," "," ",20,20,7,T09135900
6715,09135950,"N.F. GUNNISON R BLW LEROUX CR, NR HOTCHKISS, CO",Non-ref,WestMnts,2392.391,14,38.78832,-107.73978,CO," ",yes,1,1,1,T09135950
6716,09136200,"GUNNISON RIVER NEAR LAZEAR, CO.",Non-ref,WestMnts,13592.55,14,38.78304,-107.83784,CO," "," ",23,23,0,T09136200
6717,09143000,"SURFACE CREEK NEAR CEDAREDGE, CO.",Non-ref,WestMnts,70.72111,14,38.984703,-107.854508,CO," ",yes,60,50,10,T09143000
6718,09143500,"SURFACE CREEK AT CEDAREDGE, CO.",Non-ref,WestMnts,109.0134,14,38.901649,-107.921176,CO," ",yes,82,50,10,T09143500
6719,09144200,"TONGUE CREEK AT CORY, CO.",Non-ref,WestMnts,519.1351,14,38.787761,-107.995344,CO," "," ",22,22,0,T09144200
6720,09144250,"GUNNISON RIVER AT DELTA, CO.",Non-ref,WestMnts,14613.81,14,38.753039,-108.078403,CO," ",yes,33,33,20,T09144250
6721,09146020,"UNCOMPAHGRE RIVER NEAR OURAY, CO",Non-ref,WestMnts,199.053,14,38.043327,-107.683115,CO," ",yes,8,8,8,T09146020
6722,09146200,"UNCOMPAHGRE RIVER NEAR RIDGWAY, CO.",Non-ref,WestMnts,384.2453,14,38.183879,-107.745892,CO," ",yes,51,51,20,T09146200
6723,09147000,"DALLAS CREEK NEAR RIDGWAY, CO.",Non-ref,WestMnts,252.0513,14,38.177768,-107.758393,CO," ",yes,51,46,20,T09147000
6724,09147025,"UNCOMPAHGRE RIVER BELOW RIDGWAY RESERVOIR, CO",Non-ref,WestMnts,685.1979,14,38.240556,-107.760306,CO," ",yes,21,21,20,T09147025
6725,09147500,"UNCOMPAHGRE RIVER AT COLONA, CO.",Non-ref,WestMnts,1159.221,14,38.331377,-107.779504,CO," ",yes,97,60,20,T09147500
6726,09149500,"UNCOMPAHGRE RIVER AT DELTA, CO.",Non-ref,WestXeric,2899.502,14,38.741928,-108.080903,CO," ",yes,71,60,20,T09149500
6727,09152000,"KANNAH CREEK NEAR WHITEWATER, CO.",Non-ref,WestMnts,151.4025,14,38.961649,-108.230358,CO," "," ",64,33,0,T09152000
6728,09152500,"GUNNISON RIVER NEAR GRAND JUNCTION, CO.",Non-ref,WestMnts,20560.02,14,38.983316,-108.450645,CO," ",yes,98,60,20,T09152500
6729,09153290,"REED WASH NEAR MACK, CO.",Non-ref,WestXeric,47.0997,14,39.211369,-108.803713,CO," "," ",25,25,11,T09153290
6730,09163500,COLORADO RIVER NEAR COLORADO-UTAH STATE LINE,Non-ref,WestMnts,46273.94,14,39.13276,-109.027055,CO," ",yes,58,58,20,T09163500
6731,09165000,"DOLORES RIVER BELOW RICO, CO.",Non-ref,WestMnts,273.5316,14,37.638884,-108.060352,CO," ",yes,56,56,18,T09165000
6732,09166500,"DOLORES RIVER AT DOLORES, CO.",Non-ref,WestMnts,1306.857,14,37.472493,-108.497591,CO," ",yes,94,60,20,T09166500
6733,09166950,"LOST CANYON CREEK NEAR DOLORES, C0.",Non-ref,WestMnts,179.3808,14,37.446105,-108.469256,CO," ",yes,25,25,20,T09166950
6734,09168100,"DISAPPOINTMENT CREEK NEAR DOVE CREEK, CO.",Non-ref,WestMnts,381.3741,14,37.876658,-108.58315,CO," "," ",29,29,0,T09168100
6735,09168730,"DOLORES RIVER NEAR SLICK ROCK, CO",Non-ref,WestMnts,3704.189,14,38.044437,-108.905382,CO," ",yes,2,2,2,T09168730
6736,09169500,"DOLORES RIVER AT BEDROCK, CO.",Non-ref,WestMnts,5232.928,14,38.310268,-108.885381,CO," ",yes,43,38,20,T09169500
6737,09171100,"DOLORES RIVER NEAR BEDROCK, CO.",Non-ref,WestXeric,5549.45,14,38.356934,-108.833435,CO," ",yes,38,38,20,T09171100
6738,09172500,"SAN MIGUEL RIVER NEAR PLACERVILLE, CO.",Non-ref,WestMnts,802.0449,14,38.042491,-108.132296,CO," ",yes,72,59,19,T09172500
6739,09173000,"BEAVER CREEK NEAR NORWOOD, CO.",Non-ref,WestMnts,105.5754,14,37.969992,-108.195633,CO," "," ",31,23,0,T09173000
6740,09174600,SAN MIGUEL RIVER AT BROOKS BRIDGE NEAR NUCLA CO,Non-ref,WestMnts,1926.798,14,38.244157,-108.502034,CO," ",yes,14,14,14,T09174600
6741,09175500,"SAN MIGUEL RIVER AT NATURITA, CO.",Non-ref,WestMnts,2765.219,14,38.217768,-108.566481,CO," "," ",53,32,0,T09175500
6742,09177000,"SAN MIGUEL RIVER AT URAVAN, CO.",Non-ref,WestMnts,3887.755,14,38.357212,-108.712875,CO," ",yes,42,42,18,T09177000
6743,09180000,"DOLORES RIVER NEAR CISCO, UT",Non-ref,WestXeric,11837.85,14,38.797208,-109.195114,UT," ",yes,57,57,19,T09180000
6744,09182000,"CASTLE CREEK ABOVE DIVERSIONS, NEAR MOAB, UTAH",Ref,WestMnts,22.5675,14,38.592764,-109.265671,UT," "," ",23,23,0,T09182000
6745,09182400,"CASTLE CREEK BELOW CASTLE VALLEY NEAR MOAB, UT",Non-ref,WestXeric,137.6109,14,38.67387,-109.45012,UT," ",yes,17,17,17,T09182400
6746,09183000,"COURTHOUSE WASH NEAR MOAB, UTAH",Ref,WestXeric,420.1137,14,38.612759,-109.57984,UT," "," ",29,29,0,T09183000
6747,09183500,"MILL CREEK AT SHELEY TUNNEL, NEAR MOAB, UT.",Ref,WestMnts,74.3022,14,38.48304,-109.404004,UT,yes,yes,27,27,20,T09183500
6748,09183600,"MILL CREEK BELOW SHELEY TUNNEL, NEAR MOAB, UT",Non-ref,WestMnts,75.3372,14,38.485718,-109.411104,UT," ",yes,6,6,6,T09183600
6749,09184000,"MILL CREEK NEAR MOAB, UT",Non-ref,WestXeric,182.1213,14,38.562205,-109.514006,UT," "," ",43,43,4,T09184000
6750,09185500,"HATCH WASH NEAR LA SAL, UTAH",Ref,WestXeric,961.9029,14,38.24332,-109.440114,UT," "," ",21,21,0,T09185500
6751,09186500,"INDIAN C AB COTTONWOOD CREEK, NR MONTICELLO, UT",Non-ref,WestMnts,79.2891,14,37.972214,-109.519289,UT," "," ",25,25,2,T09186500
6752,09188500,"GREEN RIVER AT WARREN BRIDGE, NEAR DANIEL, WY",Non-ref,WestMnts,1210.22,14,43.018829,-110.11822,WY," ",yes,76,58,18,T09188500
6753,09189500,"HORSE CREEK AT SHERMAN RANGER STATION, WY",Non-ref,WestMnts,112.4298,14,42.943611,-110.385278,WY," "," ",20,20,0,T09189500
6754,09193000,"NEW FORK RIVER BEL NEW FORK LAKE, NEAR CORA, WY",Non-ref,WestMnts,91.9854,14,43.078554,-109.995439,WY," ",yes,33,22,0,T09193000
6755,09196500,"PINE CREEK ABOVE FREMONT LAKE, WY",Ref,WestMnts,194.8815,14,43.030502,-109.770153,WY," ",yes,52,52,17,T09196500
6756,09197000,"PINE CREEK BELOW FREMONT LAKE, WY",Non-ref,WestMnts,261.1755,14,42.89494,-109.84376,WY," ",yes,8,4,4,T09197000
6757,09198500,"POLE CR BEL LITTLE HALF MOON LAKE, NR PINEDALE, WY",Non-ref,WestMnts,213.7014,14,42.881389,-109.711944,WY," "," ",33,22,0,T09198500
6758,09199500,"FALL CREEK NEAR PINEDALE, WY",Non-ref,WestMnts,101.1348,14,42.855779,-109.720703,WY," "," ",33,22,0,T09199500
6759,09201000,"NEW FORK RIVER NEAR BOULDER, WY",Non-ref,WestMnts,1387.752,14,42.750222,-109.728758,WY," "," ",55,20,0,T09201000
6760,09202000,"BOULDER CREEK BEL BOULDER LAKE, NR BOULDER, WY",Non-ref,WestMnts,353.5569,14,42.81939,-109.717092,WY," "," ",33,23,0,T09202000
6761,09203000,"EAST FORK RIVER NEAR BIG SANDY, WYO.",Ref,WestMnts,216.3465,14,42.6725,-109.421667,WY," "," ",54,43,3,T09203000
6762,09204000,"SILVER CREEK NEAR BIG SANDY, WY",Ref,WestMnts,115.992,14,42.743611,-109.510833,WY," "," ",33,22,0,T09204000
6763,09205000,"NEW FORK RIVER NEAR BIG PINEY, WY",Non-ref,WestXeric,3245.414,14,42.567166,-109.930151,WY," ",yes,55,55,20,T09205000
6764,09205500,"NORTH PINEY CREEK NEAR MASON, WY",Non-ref,WestMnts,163.998,14,42.658271,-110.342391,WY," "," ",41,22,0,T09205500
6765,09208000,"LA BARGE CR NR LA BARGE MEADOWS RANGER STA, WY",Ref,WestMnts,17.0919,14,42.506944,-110.674722,WY," "," ",31,31,0,T09208000
6766,09209400,"GREEN RIVER NEAR LA BARGE, WY",Non-ref,WestXeric,9895.106,14,42.192722,-110.163214,WY," ",yes,46,46,20,T09209400
6767,09210500,"FONTENELLE C NR HERSCHLER RANCH, NR FONTENELLE, WY",Ref,WestMnts,398.3094,14,42.096053,-110.416556,WY,yes,yes,58,58,20,T09210500
6768,09211200,"GREEN RIVER BELOW FONTENELLE RESERVOIR, WY",Non-ref,WestXeric,10861.65,14,42.02106,-110.049876,WY," ",yes,45,45,20,T09211200
6769,09212500,"BIG SANDY R AT LECKIE RANCH, NR BIG SANDY, WY",Non-ref,WestMnts,243.3024,14,42.571339,-109.283461,WY," "," ",32,22,0,T09212500
6770,09213500,"BIG SANDY RIVER NEAR FARSON, WY",Non-ref,WestXeric,836.3907,14,42.316895,-109.485687,WY," ",yes,32,18,0,T09213500
6771,09214000,"LITTLE SANDY CREEK NEAR ELKHORN, WY",Non-ref,WestMnts,52.6131,14,42.533841,-109.204847,WY," "," ",32,22,0,T09214000
6772,09214500,"LITTLE SANDY CREEK ABOVE EDEN, WY",Non-ref,WestXeric,363.897,14,42.236621,-109.312904,WY," "," ",27,27,0,T09214500
6773,09216000,"BIG SANDY RIVER BELOW EDEN, WY",Non-ref,WestXeric,4276.296,14,42.010233,-109.58319,WY," "," ",26,26,0,T09216000
6774,09216050,"BIG SANDY RIVER AT GASSON BRIDGE, NR EDEN, WY",Non-ref,WestXeric,4504.428,14,41.947455,-109.688194,WY," "," ",34,34,17,T09216050
6775,09217000,"GREEN RIVER NEAR GREEN RIVER, WY",Non-ref,WestXeric,25211.51,14,41.516354,-109.449023,WY," ",yes,58,58,20,T09217000
6776,09217900,"BLACKS FORK NEAR ROBERTSON, WY",Ref,WestMnts,326.817,14,40.959113,-110.580166,UT," ",yes,37,37,17,T09217900
6777,09218500,"BLACKS FORK NEAR MILLBURNE, WYO.",Non-ref,WestMnts,356.6538,14,41.031614,-110.579332,WY," "," ",53,43,3,T09218500
6778,09220000,"EAST FORK OF SMITH FORK NR ROBERTSON, WYO.",Non-ref,WestMnts,143.4222,14,41.054114,-110.398492,WY," ",yes,40,30,8,T09220000
6779,09220500,"WEST FORK OF SMITH FORK NEAR ROBERTSON, WY",Ref,WestMnts,98.6751,14,41.022169,-110.479329,WY," "," ",32,22,0,T09220500
6780,09222000,"BLACKS FORK NEAR LYMAN, WY",Non-ref,WestXeric,2071.257,14,41.452176,-110.172929,WY," "," ",41,29,0,T09222000
6781,09223000,"HAMS FORK BELOW POLE CREEK, NEAR FRONTIER, WY",Ref,WestMnts,333.153,14,42.110494,-110.709621,WY,yes,yes,57,57,20,T09223000
6782,09223385,"Hams Fork below Viva Naughton Reservoir, WY",Non-ref,WestMnts,605.8926,14,41.96337,-110.66011,WY," ",yes,2,2,2,T09223385
6783,09223500,"HAMS FORK NEAR FRONTIER, WY",Non-ref,WestMnts,783.1845,14,41.857168,-110.563226,WY," "," ",26,22,0,T09223500
6784,09224700,"BLACKS FORK NEAR LITTLE AMERICA, WY",Non-ref,WestXeric,7719.575,14,41.546072,-109.693475,WY," ",yes,47,47,20,T09224700
6785,09226000,"HENRYS FORK NEAR LONETREE, WY",Non-ref,WestMnts,147.0807,14,41.006337,-110.270988,WY," "," ",26,22,0,T09226000
6786,09226500,"MIDDLE FORK BEAVER CREEK NEAR LONETREE, WYO.",Ref,WestMnts,73.9377,14,40.944393,-110.179321,UT," "," ",22,21,0,T09226500
6787,09228500,"BURNT FORK NEAR BURNTFORK, WY",Non-ref,WestMnts,139.2399,14,40.94634,-110.066265,UT," "," ",26,22,0,T09228500
6788,09229500,"HENRYS FORK NEAR MANILA, UT",Non-ref,WestXeric,1366.225,14,41.012459,-109.672925,WY," ",yes,73,52,12,T09229500
6789,09230300,"BIRCH SPRING DRAW AT FGNRA BOUNDARY NR MANILA, UT",Non-ref,WestXeric,58.9491,14,40.990278,-109.654528,UT," ",yes,2,2,2,T09230300
6790,09234500,"GREEN RIVER NEAR GREENDALE, UT",Non-ref,WestXeric,39136.57,14,40.908293,-109.422914,UT," ",yes,59,59,20,T09234500
